"mu" "n" "dist" "p_cens" "rep" "id" "decision" "error" "errorMessage"
0.9 60 "EXP" 0.1 12 107 "EXP" FALSE ""
1.5 40 "LIN" 0 26 108 "LIN" FALSE ""
2 20 "LIN" 0 20 109 "EXP" FALSE ""
2 100 "EXP" 0.2 56 110 "EXP" FALSE ""
2.5 100 "EXP" 0 39 111 "EXP" FALSE ""
1.3 60 "EXP" 0.1 53 112 "EXP" FALSE ""
1.5 80 "LIN" 0 59 113 "LIN" FALSE ""
0.5 100 "LIN" 0 37 114 "LIN" FALSE ""
0.9 60 "LIN" 0.2 5 115 "LIN" FALSE ""
1.5 80 "EXP" 0 74 116 "LIN" FALSE ""
0.5 60 "EXP" 0.2 68 117 "EXP" FALSE ""
2 40 "EXP" 0.1 53 118 "EXP" FALSE ""
1.3 200 "EXP" 0.2 65 119 "EXP" FALSE ""
0.5 100 "LIN" 0 73 120 "LIN" FALSE ""
2.5 60 "LIN" 0.1 25 121 "EXP" FALSE ""
2 80 "LIN" 0 8 122 "EXP" FALSE ""
0.9 80 "LIN" 0 39 123 "LIN" FALSE ""
1.5 100 "EXP" 0.2 84 124 "EXP" FALSE ""
0.5 100 "LIN" 0.1 99 125 "LIN" FALSE ""
0.5 60 "LIN" 0.2 99 126 "LIN" FALSE ""
0.1 80 "EXP" 0.2 34 127 "EXP" FALSE ""
1.3 80 "LIN" 0.2 76 128 "LIN" FALSE ""
2.5 100 "LIN" 0 80 129 "LIN" FALSE ""
1.3 60 "EXP" 0.2 10 130 "EXP" FALSE ""
1.3 40 "EXP" 0 67 131 "EXP" FALSE ""
2 40 "EXP" 0.1 84 132 "EXP" FALSE ""
0.9 20 "LIN" 0.1 23 133 "LIN" FALSE ""
0.1 100 "LIN" 0.1 17 134 "EXP" FALSE ""
0.5 40 "EXP" 0.2 25 135 "LIN" FALSE ""
0.9 40 "EXP" 0.1 75 136 "EXP" FALSE ""
1.5 80 "LIN" 0 87 137 "LIN" FALSE ""
0.5 200 "LIN" 0.2 81 138 "LIN" FALSE ""
1.5 200 "LIN" 0.1 30 139 "EXP" FALSE ""
0.9 100 "EXP" 0.2 18 140 "EXP" FALSE ""
0.9 80 "LIN" 0.1 25 141 "LIN" FALSE ""
2 100 "EXP" 0.1 23 142 "EXP" FALSE ""
1.5 80 "LIN" 0.2 62 143 "LIN" FALSE ""
0.9 200 "EXP" 0 62 144 "EXP" FALSE ""
0.9 40 "EXP" 0 39 145 "LIN" FALSE ""
2 100 "LIN" 0.1 9 146 "LIN" FALSE ""
0.1 100 "LIN" 0 99 147 "LIN" FALSE ""
1.3 20 "EXP" 0.1 97 148 "LIN" FALSE ""
2 60 "EXP" 0 89 149 "EXP" FALSE ""
0.1 80 "EXP" 0 11 150 "LIN" FALSE ""
0.9 60 "EXP" 0.1 31 151 "LIN" FALSE ""
0.5 60 "EXP" 0.2 22 152 "LIN" FALSE ""
1.5 60 "LIN" 0 2 153 "EXP" FALSE ""
2.5 200 "LIN" 0 58 154 "EXP" FALSE ""
0.9 20 "LIN" 0 63 155 "LIN" FALSE ""
1.5 40 "EXP" 0 22 156 "LIN" FALSE ""
0.5 60 "EXP" 0.2 43 157 "EXP" FALSE ""
1.5 100 "LIN" 0.2 8 158 "LIN" FALSE ""
0.1 20 "LIN" 0.1 5 159 "LIN" FALSE ""
0.9 60 "LIN" 0 23 160 "LIN" FALSE ""
1.5 60 "EXP" 0 56 161 "EXP" FALSE ""
0.5 20 "EXP" 0 40 162 "LIN" FALSE ""
1.5 200 "EXP" 0.2 83 163 "EXP" FALSE ""
0.1 20 "EXP" 0 10 164 "EXP" FALSE ""
0.5 40 "EXP" 0.1 12 165 "LIN" FALSE ""
1.5 40 "LIN" 0.1 29 166 "LIN" FALSE ""
1.5 100 "LIN" 0.1 92 167 "LIN" FALSE ""
0.9 100 "LIN" 0 43 168 "LIN" FALSE ""
1.3 80 "EXP" 0 13 169 "LIN" FALSE ""
1.3 60 "LIN" 0.1 8 170 "LIN" FALSE ""
0.5 20 "EXP" 0.1 6 171 "LIN" FALSE ""
1.3 40 "LIN" 0.1 67 172 "LIN" FALSE ""
2 100 "LIN" 0.2 98 173 "LIN" FALSE ""
1.5 100 "EXP" 0 97 174 "LIN" FALSE ""
0.5 100 "LIN" 0 96 175 "LIN" FALSE ""
1.5 80 "LIN" 0 31 176 "LIN" FALSE ""
1.5 100 "EXP" 0.1 1 177 "LIN" FALSE ""
2 100 "EXP" 0.2 25 178 "LIN" FALSE ""
1.3 80 "LIN" 0.1 39 179 "LIN" FALSE ""
0.1 60 "EXP" 0 29 180 "EXP" FALSE ""
2.5 60 "LIN" 0 73 181 "LIN" FALSE ""
0.9 20 "EXP" 0 20 182 "LIN" FALSE ""
1.3 40 "EXP" 0 52 183 "EXP" FALSE ""
1.5 80 "LIN" 0 1 184 "LIN" FALSE ""
0.1 60 "LIN" 0 3 185 "LIN" FALSE ""
1.3 100 "LIN" 0.2 28 186 "LIN" FALSE ""
0.1 100 "EXP" 0.1 39 187 "EXP" FALSE ""
1.5 100 "LIN" 0.1 40 188 "LIN" FALSE ""
2 60 "LIN" 0.2 84 189 "LIN" FALSE ""
0.1 80 "LIN" 0.1 97 190 "LIN" FALSE ""
1.3 20 "EXP" 0 7 191 "EXP" FALSE ""
2.5 20 "EXP" 0.2 14 192 "EXP" FALSE ""
1.5 40 "LIN" 0 6 193 "EXP" FALSE ""
2 100 "LIN" 0 40 194 "LIN" FALSE ""
0.5 200 "LIN" 0.2 83 195 "LIN" FALSE ""
0.9 80 "LIN" 0.2 9 196 "LIN" FALSE ""
0.9 80 "LIN" 0.2 59 197 "LIN" FALSE ""
0.9 60 "EXP" 0 86 198 "EXP" FALSE ""
1.3 80 "EXP" 0.1 99 199 "LIN" FALSE ""
0.5 20 "LIN" 0.1 11 200 "LIN" FALSE ""
0.1 60 "LIN" 0 21 201 "LIN" FALSE ""
0.1 80 "LIN" 0.1 37 202 "LIN" FALSE ""
1.5 80 "EXP" 0.1 42 203 "EXP" FALSE ""
1.5 40 "EXP" 0 12 204 "EXP" FALSE ""
1.5 40 "LIN" 0 9 205 "LIN" FALSE ""
1.3 100 "EXP" 0.1 95 206 "EXP" FALSE ""
2.5 200 "LIN" 0 71 207 "LIN" FALSE ""
1.5 100 "EXP" 0 77 208 "EXP" FALSE ""
2 200 "LIN" 0.2 46 209 "LIN" FALSE ""
0.5 60 "LIN" 0 56 210 "LIN" FALSE ""
0.9 200 "LIN" 0.2 14 211 "LIN" FALSE ""
1.3 40 "EXP" 0.2 56 212 "LIN" FALSE ""
2.5 40 "LIN" 0 43 213 "EXP" FALSE ""
2.5 20 "LIN" 0 63 214 "LIN" FALSE ""
0.9 100 "EXP" 0.2 76 215 "LIN" FALSE ""
2 40 "EXP" 0 31 216 "EXP" FALSE ""
1.5 40 "EXP" 0.2 85 217 "EXP" FALSE ""
1.5 60 "LIN" 0.2 1 218 "EXP" FALSE ""
1.3 40 "EXP" 0.2 66 219 "EXP" FALSE ""
1.5 20 "LIN" 0.1 23 220 "LIN" FALSE ""
1.3 100 "EXP" 0.1 23 221 "LIN" FALSE ""
0.1 100 "EXP" 0 45 222 "EXP" FALSE ""
2.5 200 "EXP" 0.2 50 223 "EXP" FALSE ""
0.9 80 "EXP" 0.1 69 224 "EXP" FALSE ""
1.3 20 "EXP" 0.2 30 225 "EXP" FALSE ""
1.5 40 "LIN" 0.2 45 226 "EXP" FALSE ""
0.1 40 "LIN" 0.2 94 227 "LIN" FALSE ""
1.3 100 "EXP" 0 53 228 "EXP" FALSE ""
1.3 80 "EXP" 0.1 75 229 "LIN" FALSE ""
0.9 80 "EXP" 0.2 6 230 "LIN" FALSE ""
0.1 200 "EXP" 0.2 7 231 "EXP" FALSE ""
0.5 40 "LIN" 0.1 24 232 "LIN" FALSE ""
2 80 "LIN" 0 92 233 "LIN" FALSE ""
2.5 200 "LIN" 0.2 91 234 "EXP" FALSE ""
2.5 200 "EXP" 0.2 99 235 "EXP" FALSE ""
0.1 20 "LIN" 0.1 7 236 "LIN" FALSE ""
0.1 20 "EXP" 0.1 24 237 "EXP" FALSE ""
0.9 100 "EXP" 0.2 75 238 "EXP" FALSE ""
2 200 "LIN" 0 57 239 "LIN" FALSE ""
2 60 "EXP" 0.1 81 240 "EXP" FALSE ""
1.3 200 "LIN" 0 42 241 "LIN" FALSE ""
1.5 200 "EXP" 0.2 41 242 "EXP" FALSE ""
1.3 40 "LIN" 0 82 243 "LIN" FALSE ""
2 20 "LIN" 0.1 92 244 "LIN" FALSE ""
0.9 200 "EXP" 0.2 59 245 "EXP" FALSE ""
1.3 80 "EXP" 0 38 246 "EXP" FALSE ""
1.3 100 "EXP" 0 56 247 "EXP" FALSE ""
2.5 40 "LIN" 0.1 83 248 "LIN" FALSE ""
0.9 20 "LIN" 0.2 85 249 "LIN" FALSE ""
1.5 60 "LIN" 0.1 5 250 "LIN" FALSE ""
0.5 100 "EXP" 0.1 15 251 "EXP" FALSE ""
2 20 "EXP" 0.2 18 252 "LIN" FALSE ""
0.1 60 "EXP" 0.2 91 253 "EXP" FALSE ""
1.5 200 "LIN" 0.1 66 254 "LIN" FALSE ""
0.1 200 "LIN" 0 80 255 "LIN" FALSE ""
2.5 40 "EXP" 0.2 95 256 "LIN" FALSE ""
0.5 40 "LIN" 0 72 257 "LIN" FALSE ""
2 80 "LIN" 0 15 258 "LIN" FALSE ""
0.1 60 "LIN" 0 18 259 "LIN" FALSE ""
0.1 60 "LIN" 0.2 18 260 "LIN" FALSE ""
1.3 80 "LIN" 0 25 261 "LIN" FALSE ""
0.5 80 "EXP" 0 18 262 "EXP" FALSE ""
0.9 60 "EXP" 0 1 263 "EXP" FALSE ""
2.5 80 "LIN" 0 62 264 "LIN" FALSE ""
1.5 200 "EXP" 0.1 85 265 "EXP" FALSE ""
0.1 200 "EXP" 0.1 74 266 "EXP" FALSE ""
2.5 40 "LIN" 0.2 16 267 "LIN" FALSE ""
2.5 20 "LIN" 0 98 268 "LIN" FALSE ""
2.5 40 "EXP" 0 31 269 "EXP" FALSE ""
0.9 20 "EXP" 0.1 11 270 "LIN" FALSE ""
0.9 40 "EXP" 0.1 87 271 "LIN" FALSE ""
2.5 20 "EXP" 0.1 82 272 "LIN" FALSE ""
0.9 40 "EXP" 0.1 40 273 "EXP" FALSE ""
2 100 "LIN" 0 44 274 "EXP" FALSE ""
0.5 60 "LIN" 0.1 3 275 "LIN" FALSE ""
2 60 "LIN" 0.2 14 276 "LIN" FALSE ""
1.3 20 "EXP" 0.2 12 277 "LIN" FALSE ""
2 20 "LIN" 0.2 10 278 "LIN" FALSE ""
2.5 40 "EXP" 0.2 58 279 "EXP" FALSE ""
2.5 80 "EXP" 0 87 280 "EXP" FALSE ""
2 40 "LIN" 0.2 80 281 "LIN" FALSE ""
0.5 60 "EXP" 0.1 86 282 "EXP" FALSE ""
0.1 20 "LIN" 0 3 283 "LIN" FALSE ""
1.3 60 "LIN" 0 54 284 "LIN" FALSE ""
2.5 20 "LIN" 0 95 285 "LIN" FALSE ""
1.3 80 "EXP" 0.1 10 286 "LIN" FALSE ""
0.5 100 "EXP" 0 5 287 "LIN" FALSE ""
0.1 60 "EXP" 0 76 288 "EXP" FALSE ""
2.5 20 "LIN" 0.2 29 289 "LIN" FALSE ""
1.3 200 "LIN" 0.2 9 290 "LIN" FALSE ""
2.5 100 "EXP" 0.2 16 291 "LIN" FALSE ""
0.9 80 "LIN" 0.1 75 292 "LIN" FALSE ""
1.3 60 "EXP" 0 77 293 "LIN" FALSE ""
1.5 200 "EXP" 0.1 65 294 "EXP" FALSE ""
0.9 20 "EXP" 0.1 77 295 "EXP" FALSE ""
2 60 "LIN" 0.2 53 296 "EXP" FALSE ""
0.1 60 "EXP" 0 37 297 "LIN" FALSE ""
2 80 "LIN" 0.1 70 298 "EXP" FALSE ""
2 60 "LIN" 0.2 29 299 "LIN" FALSE ""
0.9 60 "EXP" 0 78 300 "EXP" FALSE ""
0.5 40 "EXP" 0.2 38 301 "EXP" FALSE ""
0.5 80 "LIN" 0.2 21 302 "LIN" FALSE ""
0.1 80 "EXP" 0.2 45 303 "EXP" FALSE ""
0.9 20 "EXP" 0.2 83 304 "EXP" FALSE ""
0.5 200 "EXP" 0.2 29 305 "EXP" FALSE ""
1.3 40 "LIN" 0 65 306 "LIN" FALSE ""
0.9 100 "LIN" 0.2 95 307 "LIN" FALSE ""
2 200 "LIN" 0 53 308 "LIN" FALSE ""
2.5 60 "LIN" 0.2 85 309 "LIN" FALSE ""
0.5 40 "EXP" 0 80 310 "EXP" FALSE ""
2 60 "EXP" 0.1 98 311 "LIN" FALSE ""
2.5 60 "LIN" 0.1 47 312 "LIN" FALSE ""
1.3 60 "LIN" 0.2 38 313 "LIN" FALSE ""
0.1 40 "EXP" 0 2 314 "EXP" FALSE ""
0.9 80 "EXP" 0.2 51 315 "EXP" FALSE ""
0.5 80 "EXP" 0.1 45 316 "EXP" FALSE ""
0.1 80 "EXP" 0 37 317 "EXP" FALSE ""
1.5 20 "EXP" 0.1 57 318 "EXP" FALSE ""
0.9 40 "LIN" 0.2 29 319 "LIN" FALSE ""
0.5 100 "LIN" 0.1 27 320 "LIN" FALSE ""
0.9 60 "EXP" 0.1 48 321 "EXP" FALSE ""
0.5 80 "LIN" 0 35 322 "EXP" FALSE ""
0.1 60 "LIN" 0.1 35 323 "LIN" FALSE ""
2 20 "EXP" 0.2 9 324 "EXP" FALSE ""
2.5 80 "EXP" 0.1 52 325 "EXP" FALSE ""
0.5 20 "EXP" 0.2 51 326 "EXP" FALSE ""
0.1 100 "EXP" 0.2 76 327 "EXP" FALSE ""
0.5 60 "LIN" 0 4 328 "LIN" FALSE ""
1.5 200 "LIN" 0.2 29 329 "LIN" FALSE ""
0.5 80 "LIN" 0 44 330 "LIN" FALSE ""
2.5 80 "LIN" 0 64 331 "EXP" FALSE ""
0.9 80 "EXP" 0.1 14 332 "EXP" FALSE ""
2 40 "LIN" 0.1 58 333 "EXP" FALSE ""
2 60 "EXP" 0.2 18 334 "LIN" FALSE ""
1.3 40 "EXP" 0.2 67 335 "EXP" FALSE ""
2 80 "LIN" 0 36 336 "LIN" FALSE ""
1.3 20 "EXP" 0.1 100 337 "LIN" FALSE ""
0.5 80 "LIN" 0 48 338 "LIN" FALSE ""
0.5 80 "EXP" 0 31 339 "EXP" FALSE ""
1.3 60 "EXP" 0.1 88 340 "EXP" FALSE ""
1.5 100 "LIN" 0.2 25 341 "EXP" FALSE ""
0.9 200 "LIN" 0.2 44 342 "LIN" FALSE ""
1.5 60 "EXP" 0 91 343 "LIN" FALSE ""
2 100 "EXP" 0 78 344 "LIN" FALSE ""
1.5 60 "EXP" 0 40 345 "EXP" FALSE ""
0.1 40 "EXP" 0.1 1 346 "LIN" FALSE ""
2.5 100 "LIN" 0.2 11 347 "LIN" FALSE ""
1.5 100 "EXP" 0.1 2 348 "LIN" FALSE ""
1.3 40 "EXP" 0 84 349 "EXP" FALSE ""
2.5 100 "EXP" 0.1 2 350 "EXP" FALSE ""
0.5 40 "LIN" 0.2 28 351 "LIN" FALSE ""
0.5 60 "LIN" 0 31 352 "LIN" FALSE ""
0.5 80 "LIN" 0 10 353 "LIN" FALSE ""
1.3 200 "LIN" 0 46 354 "LIN" FALSE ""
2.5 100 "LIN" 0 22 355 "LIN" FALSE ""
2 100 "EXP" 0.1 57 356 "LIN" FALSE ""
0.5 200 "LIN" 0.2 21 357 "LIN" FALSE ""
0.1 80 "LIN" 0.2 32 358 "LIN" FALSE ""
2 60 "EXP" 0 42 359 "LIN" FALSE ""
0.5 20 "LIN" 0.1 95 360 "EXP" FALSE ""
0.1 40 "LIN" 0.2 32 361 "LIN" FALSE ""
0.5 80 "LIN" 0.2 96 362 "LIN" FALSE ""
0.1 80 "EXP" 0.2 3 363 "EXP" FALSE ""
0.9 100 "EXP" 0.1 2 364 "EXP" FALSE ""
1.3 80 "EXP" 0 80 365 "EXP" FALSE ""
1.3 200 "LIN" 0 23 366 "LIN" FALSE ""
2 20 "EXP" 0.1 53 367 "EXP" FALSE ""
2.5 80 "LIN" 0 78 368 "EXP" FALSE ""
0.1 200 "LIN" 0.2 97 369 "LIN" FALSE ""
1.5 20 "LIN" 0 47 370 "LIN" FALSE ""
0.5 60 "EXP" 0.1 41 371 "LIN" FALSE ""
2.5 100 "LIN" 0 41 372 "LIN" FALSE ""
0.9 200 "EXP" 0 21 373 "EXP" FALSE ""
1.5 40 "LIN" 0.2 2 374 "LIN" FALSE ""
2.5 40 "EXP" 0.1 29 375 "EXP" FALSE ""
0.1 60 "EXP" 0.1 71 376 "EXP" FALSE ""
0.5 100 "EXP" 0.1 72 377 "EXP" FALSE ""
1.3 100 "LIN" 0 5 378 "LIN" FALSE ""
0.5 60 "LIN" 0.2 41 379 "LIN" FALSE ""
2 100 "EXP" 0 3 380 "EXP" FALSE ""
0.5 100 "LIN" 0.2 19 381 "LIN" FALSE ""
1.3 40 "EXP" 0.1 71 382 "EXP" FALSE ""
1.3 40 "LIN" 0.2 39 383 "LIN" FALSE ""
2 60 "LIN" 0 69 384 "LIN" FALSE ""
0.9 200 "LIN" 0.2 41 385 "LIN" FALSE ""
0.1 20 "EXP" 0 54 386 "EXP" FALSE ""
0.1 80 "EXP" 0.2 99 387 "EXP" FALSE ""
0.9 20 "EXP" 0.2 72 388 "LIN" FALSE ""
1.5 20 "LIN" 0.2 19 389 "LIN" FALSE ""
2 60 "EXP" 0.2 68 390 "LIN" FALSE ""
0.1 20 "EXP" 0 68 391 "EXP" FALSE ""
1.3 60 "LIN" 0 38 392 "LIN" FALSE ""
0.5 200 "LIN" 0.2 47 393 "LIN" FALSE ""
0.9 60 "EXP" 0.2 55 394 "EXP" FALSE ""
0.1 100 "EXP" 0 26 395 "EXP" FALSE ""
2.5 20 "LIN" 0 96 396 "LIN" FALSE ""
1.3 40 "EXP" 0.2 11 397 "LIN" FALSE ""
1.5 20 "EXP" 0 59 398 "EXP" FALSE ""
2.5 60 "EXP" 0.1 64 399 "EXP" FALSE ""
1.3 100 "LIN" 0.1 26 400 "LIN" FALSE ""
1.5 80 "EXP" 0.1 2 401 "LIN" FALSE ""
1.3 60 "LIN" 0.2 5 402 "LIN" FALSE ""
2 20 "LIN" 0.2 43 403 "LIN" FALSE ""
1.5 40 "EXP" 0.2 77 404 "EXP" FALSE ""
1.3 100 "EXP" 0 3 405 "EXP" FALSE ""
0.9 60 "LIN" 0.1 99 406 "LIN" FALSE ""
2 80 "EXP" 0 88 407 "EXP" FALSE ""
2 200 "EXP" 0.2 94 408 "LIN" FALSE ""
1.3 80 "LIN" 0 13 409 "LIN" FALSE ""
0.1 200 "EXP" 0.2 23 410 "EXP" FALSE ""
1.3 200 "EXP" 0 49 411 "EXP" FALSE ""
1.5 100 "EXP" 0.2 68 412 "LIN" FALSE ""
0.9 60 "EXP" 0.2 96 413 "EXP" FALSE ""
0.1 40 "EXP" 0 19 414 "LIN" FALSE ""
1.3 60 "LIN" 0.1 85 415 "LIN" FALSE ""
0.1 20 "LIN" 0.2 2 416 "LIN" FALSE ""
0.9 100 "LIN" 0.1 20 417 "LIN" FALSE ""
1.3 60 "EXP" 0.1 25 418 "LIN" FALSE ""
2 40 "EXP" 0 79 419 "LIN" FALSE ""
1.5 200 "LIN" 0.2 18 420 "LIN" FALSE ""
0.1 20 "LIN" 0.1 10 421 "LIN" FALSE ""
1.5 100 "LIN" 0.2 7 422 "LIN" FALSE ""
0.1 40 "EXP" 0 24 423 "EXP" FALSE ""
2 60 "EXP" 0.2 38 424 "LIN" FALSE ""
2.5 40 "EXP" 0.1 78 425 "LIN" FALSE ""
0.9 60 "EXP" 0 5 426 "LIN" FALSE ""
2.5 40 "LIN" 0 26 427 "EXP" FALSE ""
0.5 40 "LIN" 0 3 428 "LIN" FALSE ""
1.3 60 "EXP" 0.2 12 429 "EXP" FALSE ""
0.9 60 "EXP" 0 94 430 "EXP" FALSE ""
1.3 20 "EXP" 0.1 45 431 "EXP" FALSE ""
2.5 80 "EXP" 0 25 432 "EXP" FALSE ""
0.1 100 "LIN" 0.2 61 433 "LIN" FALSE ""
2 40 "LIN" 0 35 434 "LIN" FALSE ""
0.5 100 "LIN" 0 86 435 "LIN" FALSE ""
1.5 20 "EXP" 0 16 436 "LIN" FALSE ""
0.5 20 "EXP" 0 84 437 "LIN" FALSE ""
0.5 40 "EXP" 0 57 438 "LIN" FALSE ""
1.5 100 "LIN" 0.1 9 439 "LIN" FALSE ""
2.5 20 "EXP" 0 54 440 "EXP" FALSE ""
0.5 100 "EXP" 0.2 69 441 "EXP" FALSE ""
0.1 20 "LIN" 0.2 48 442 "LIN" FALSE ""
0.5 100 "EXP" 0 37 443 "EXP" FALSE ""
0.1 20 "EXP" 0 29 444 "LIN" FALSE ""
0.9 100 "LIN" 0.2 49 445 "LIN" FALSE ""
0.5 200 "LIN" 0 96 446 "LIN" FALSE ""
1.5 60 "EXP" 0.2 42 447 "EXP" FALSE ""
2.5 20 "EXP" 0.1 26 448 "LIN" FALSE ""
2 80 "LIN" 0 18 449 "EXP" FALSE ""
