"mu" "n" "dist" "p_cens" "rep" "id" "decision" "error" "errorMessage"
0.5 80 "LIN" 0.1 75 379 "LIN" FALSE ""
0.5 200 "EXP" 0 39 380 "EXP" FALSE ""
0.5 80 "EXP" 0 37 381 "EXP" FALSE ""
1.5 20 "EXP" 0.1 34 382 "EXP" FALSE ""
1.3 100 "EXP" 0.2 96 383 "LIN" FALSE ""
1.5 40 "EXP" 0.1 66 384 "EXP" FALSE ""
0.5 100 "EXP" 0 9 385 "EXP" FALSE ""
0.5 80 "EXP" 0 49 386 "EXP" FALSE ""
2 80 "EXP" 0 24 387 "LIN" FALSE ""
0.9 80 "LIN" 0.2 27 388 "EXP" FALSE ""
2 40 "EXP" 0.2 54 389 "EXP" FALSE ""
1.3 200 "LIN" 0.2 23 390 "LIN" FALSE ""
0.1 60 "EXP" 0 61 391 "EXP" FALSE ""
0.5 60 "LIN" 0.2 98 392 "LIN" FALSE ""
1.3 40 "LIN" 0 70 393 "LIN" FALSE ""
1.5 40 "LIN" 0.2 64 394 "LIN" FALSE ""
0.9 200 "EXP" 0 32 395 "EXP" FALSE ""
2 60 "EXP" 0.2 2 396 "LIN" FALSE ""
1.5 20 "EXP" 0.1 24 397 "EXP" FALSE ""
1.3 80 "EXP" 0.2 45 398 "EXP" FALSE ""
2.5 100 "LIN" 0.1 52 399 "EXP" FALSE ""
0.1 20 "EXP" 0.2 30 400 "EXP" FALSE ""
2.5 20 "LIN" 0 83 401 "LIN" FALSE ""
0.5 200 "LIN" 0 4 402 "LIN" FALSE ""
0.1 200 "EXP" 0.1 98 403 "EXP" FALSE ""
1.5 40 "EXP" 0 90 404 "LIN" FALSE ""
0.9 60 "EXP" 0 87 405 "EXP" FALSE ""
0.1 100 "LIN" 0.2 64 406 "LIN" FALSE ""
2.5 200 "LIN" 0 82 407 "LIN" FALSE ""
0.5 20 "LIN" 0 1 408 "LIN" FALSE ""
1.3 20 "LIN" 0.1 94 409 "EXP" FALSE ""
2.5 40 "EXP" 0.2 80 410 "LIN" FALSE ""
0.5 100 "LIN" 0.1 80 411 "EXP" FALSE ""
0.9 20 "EXP" 0.2 85 412 "LIN" FALSE ""
0.5 60 "LIN" 0.2 72 413 "LIN" FALSE ""
0.9 60 "EXP" 0 65 414 "EXP" FALSE ""
1.5 80 "EXP" 0.1 30 415 "EXP" FALSE ""
1.3 80 "LIN" 0.2 36 416 "LIN" FALSE ""
2 60 "LIN" 0.2 5 417 "EXP" FALSE ""
1.3 80 "LIN" 0 78 418 "LIN" FALSE ""
2.5 20 "EXP" 0.1 66 419 "LIN" FALSE ""
1.5 20 "EXP" 0.1 21 420 "LIN" FALSE ""
0.1 40 "LIN" 0.1 31 421 "LIN" FALSE ""
0.1 40 "LIN" 0 76 422 "LIN" FALSE ""
1.5 200 "LIN" 0.2 87 423 "LIN" FALSE ""
0.5 80 "EXP" 0.1 99 424 "EXP" FALSE ""
1.3 100 "EXP" 0 10 425 "LIN" FALSE ""
1.3 100 "EXP" 0.1 5 426 "EXP" FALSE ""
1.5 200 "LIN" 0.1 29 427 "EXP" FALSE ""
1.5 60 "EXP" 0.2 96 428 "LIN" FALSE ""
0.9 200 "LIN" 0.2 27 429 "LIN" FALSE ""
0.9 20 "EXP" 0.1 1 430 "EXP" FALSE ""
0.1 40 "EXP" 0.1 18 431 "EXP" FALSE ""
1.5 100 "EXP" 0.2 44 432 "EXP" FALSE ""
0.5 200 "LIN" 0 74 433 "LIN" FALSE ""
0.5 60 "LIN" 0 75 434 "LIN" FALSE ""
2 80 "LIN" 0.1 28 435 "EXP" FALSE ""
2.5 200 "LIN" 0 40 436 "LIN" FALSE ""
0.5 200 "EXP" 0.2 48 437 "EXP" FALSE ""
2.5 40 "LIN" 0 45 438 "LIN" FALSE ""
0.9 80 "EXP" 0.1 68 439 "EXP" FALSE ""
0.5 40 "LIN" 0.1 45 440 "LIN" FALSE ""
0.9 60 "EXP" 0.1 80 441 "EXP" FALSE ""
1.3 20 "EXP" 0 66 442 "LIN" FALSE ""
2.5 40 "LIN" 0.1 3 443 "LIN" FALSE ""
1.5 60 "EXP" 0.2 53 444 "LIN" FALSE ""
