"mu" "n" "dist" "p_cens" "rep" "id" "decision" "error" "errorMessage"
1.5 200 "EXP" 0.2 27 348 "EXP" FALSE ""
0.9 40 "EXP" 0.2 57 349 "LIN" FALSE ""
0.1 200 "EXP" 0 46 350 "EXP" FALSE ""
0.9 40 "EXP" 0.2 56 351 "LIN" FALSE ""
0.5 20 "EXP" 0.1 10 352 "LIN" FALSE ""
0.5 60 "LIN" 0.1 93 353 "LIN" FALSE ""
1.5 100 "LIN" 0.1 98 354 "EXP" FALSE ""
2.5 20 "LIN" 0 83 355 "LIN" FALSE ""
0.1 200 "LIN" 0 19 356 "LIN" FALSE ""
1.5 40 "LIN" 0.1 8 357 "LIN" FALSE ""
2.5 200 "LIN" 0.1 4 358 "LIN" FALSE ""
1.5 200 "LIN" 0 66 359 "LIN" FALSE ""
2.5 200 "EXP" 0.2 37 360 "LIN" FALSE ""
2 60 "EXP" 0.1 21 361 "LIN" FALSE ""
0.1 40 "EXP" 0.2 88 362 "EXP" FALSE ""
2.5 80 "EXP" 0.1 5 363 "EXP" FALSE ""
1.5 40 "LIN" 0.2 64 364 "LIN" FALSE ""
0.1 100 "EXP" 0.2 15 365 "EXP" FALSE ""
0.5 80 "LIN" 0 64 366 "LIN" FALSE ""
2 100 "EXP" 0.1 44 367 "EXP" FALSE ""
0.1 40 "EXP" 0 94 368 "LIN" FALSE ""
2.5 80 "LIN" 0.1 6 369 "LIN" FALSE ""
0.5 200 "EXP" 0 42 370 "EXP" FALSE ""
0.1 100 "LIN" 0 53 371 "LIN" FALSE ""
0.1 80 "EXP" 0.1 86 372 "EXP" FALSE ""
2 100 "LIN" 0 80 373 "LIN" FALSE ""
0.5 80 "EXP" 0.1 65 374 "EXP" FALSE ""
2.5 20 "LIN" 0.2 14 375 "LIN" FALSE ""
0.1 20 "EXP" 0 57 376 "EXP" FALSE ""
0.5 40 "EXP" 0.1 93 377 "EXP" FALSE ""
0.9 200 "LIN" 0.2 34 378 "EXP" FALSE ""
0.9 200 "EXP" 0.2 95 379 "EXP" FALSE ""
0.5 80 "EXP" 0.2 84 380 "EXP" FALSE ""
1.5 40 "LIN" 0.1 91 381 "EXP" FALSE ""
2 20 "EXP" 0 26 382 "LIN" FALSE ""
0.5 100 "LIN" 0 16 383 "LIN" FALSE ""
0.5 20 "LIN" 0.1 56 384 "LIN" FALSE ""
0.1 40 "LIN" 0.2 56 385 "LIN" FALSE ""
2 80 "LIN" 0 2 386 "LIN" FALSE ""
2 40 "EXP" 0 98 387 "EXP" FALSE ""
0.1 20 "LIN" 0.1 56 388 "LIN" FALSE ""
0.9 80 "EXP" 0 8 389 "EXP" FALSE ""
1.5 200 "LIN" 0.1 68 390 "LIN" FALSE ""
2 20 "LIN" 0.1 60 391 "LIN" FALSE ""
2.5 200 "LIN" 0.2 52 392 "LIN" FALSE ""
0.1 60 "LIN" 0.1 98 393 "LIN" FALSE ""
2 40 "EXP" 0.2 64 394 "EXP" FALSE ""
2 20 "LIN" 0.2 31 395 "LIN" FALSE ""
0.1 40 "EXP" 0.1 94 396 "EXP" FALSE ""
0.1 20 "EXP" 0.1 89 397 "EXP" FALSE ""
2.5 40 "LIN" 0 4 398 "LIN" FALSE ""
2.5 20 "LIN" 0.1 90 399 "LIN" FALSE ""
1.3 200 "LIN" 0 87 400 "LIN" FALSE ""
1.5 200 "LIN" 0.2 13 401 "LIN" FALSE ""
0.9 100 "EXP" 0.2 69 402 "EXP" FALSE ""
0.1 60 "EXP" 0 20 403 "EXP" FALSE ""
0.5 20 "LIN" 0.1 1 404 "EXP" FALSE ""
1.5 20 "LIN" 0 79 405 "LIN" FALSE ""
1.3 40 "LIN" 0 8 406 "LIN" FALSE ""
1.5 60 "EXP" 0 21 407 "LIN" FALSE ""
0.9 100 "LIN" 0.2 15 408 "LIN" FALSE ""
0.1 80 "LIN" 0.2 50 409 "LIN" FALSE ""
0.5 200 "LIN" 0.1 41 410 "EXP" FALSE ""
0.9 60 "LIN" 0 8 411 "LIN" FALSE ""
0.9 200 "LIN" 0.1 96 412 "LIN" FALSE ""
0.9 60 "LIN" 0 21 413 "LIN" FALSE ""
1.5 40 "LIN" 0 3 414 "LIN" FALSE ""
1.3 40 "EXP" 0 82 415 "LIN" FALSE ""
0.9 60 "LIN" 0 67 416 "LIN" FALSE ""
0.5 20 "EXP" 0.2 55 417 "EXP" FALSE ""
0.5 80 "LIN" 0.1 94 418 "LIN" FALSE ""
0.9 60 "LIN" 0.2 70 419 "EXP" FALSE ""
0.1 80 "LIN" 0.2 85 420 "LIN" FALSE ""
0.9 40 "LIN" 0.2 53 421 "LIN" FALSE ""
0.9 100 "LIN" 0 32 422 "LIN" FALSE ""
1.3 80 "LIN" 0.1 63 423 "LIN" FALSE ""
2.5 60 "LIN" 0.1 71 424 "EXP" FALSE ""
1.3 20 "LIN" 0 25 425 "LIN" FALSE ""
0.9 60 "EXP" 0.2 17 426 "LIN" FALSE ""
2.5 100 "EXP" 0 87 427 "EXP" FALSE ""
0.5 60 "LIN" 0.1 35 428 "LIN" FALSE ""
1.5 20 "LIN" 0.1 16 429 "LIN" FALSE ""
1.5 60 "EXP" 0.2 68 430 "LIN" FALSE ""
0.1 40 "LIN" 0.1 24 431 "LIN" FALSE ""
0.1 60 "LIN" 0.1 66 432 "LIN" FALSE ""
1.5 100 "LIN" 0.2 8 433 "LIN" FALSE ""
2.5 200 "EXP" 0.2 58 434 "EXP" FALSE ""
1.3 20 "EXP" 0.1 19 435 "EXP" FALSE ""
2.5 20 "LIN" 0 19 436 "EXP" FALSE ""
1.5 40 "EXP" 0 50 437 "EXP" FALSE ""
2.5 200 "EXP" 0 66 438 "LIN" FALSE ""
1.5 40 "EXP" 0.2 45 439 "LIN" FALSE ""
2 100 "EXP" 0 88 440 "EXP" FALSE ""
0.5 60 "EXP" 0 66 441 "EXP" FALSE ""
0.9 200 "LIN" 0.2 88 442 "LIN" FALSE ""
0.1 40 "EXP" 0 6 443 "EXP" FALSE ""
